Domain,Course Title,Rating,Number Enrolled,Like Ratio,Number of Modules,Review 1,Review 2,Review 3,URL,,,,
Python,Basic Data Processing and Visualization,4.3,"21,061",94%,5 modules,"4
Reviewed on Mar 4, 2021
I wish the lectures are a bit more engaging. But content-wise it is good.","5
Reviewed on Jun 30, 2022
Great content. When you apply yourself to this course , there's no ""dirty"" data you can't handle.","5
Reviewed on Nov 20, 2020
Goes into great detail on ways to actually use the code in sophisticated and useful ways. I feel like this course has started me on building a great python toolkit.",https://www.coursera.org/learn/basic-data-processing-visualization-python,,,,
Python,"Cómo usar funciones, métodos y bucles en Python desde cero",N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/como-usar-funciones-mtodos-y-bucles-en-python-desde-cero,,,,
Python,COVID19 Data Analysis Using Python,N/A,"32,314",N/A,Guided Project,"5
Reviewed on Jun 28, 2020
This course is very good for beginners, although it misses out a lot of points in terms of professional data analysis...
Still, if you are a beginner, you will benefit a lot from this course!","5
Reviewed on Jun 13, 2020
This course is well structured I was going to give it 6 stars if I could see/download my written work. Otherwise, my expectations were sufficiently met.","5
Reviewed on Jun 15, 2021
The tasks were easy and they helped me review my skills in Python programming and data analysis. The instructor gave very clear instructions and enough time for practice.",https://www.coursera.org/projects/covid19-data-analysis-using-python,,,,
Python,Robot Localization with Python and Particle Filters,N/A,N/A,N/A,Guided Project,"5
Reviewed on Sep 14, 2021
Very detailed course on particle filter. Gave me a clarity on the subject!",N/A,N/A,https://www.coursera.org/projects/robot-localization-python-particle-filter,,,,
Python,Google Cloud Pub/Sub: Qwik Start - Python,N/A,N/A,N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/googlecloud-google-cloud-pub-sub-qwik-start-python-iaxyd,,,,
Python,ETL pipelines con Python: recopila datos de Spotify,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/etl-pipelines-con-python-recopila-datos-de-spotify,,,,
Python,Tirer Parti des Listes Pour un Code Python Plus Simple,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/tirer-parti-des-listes-pour-un-code-python-plus-simple,,,,
Python,Data Wrangling with Python Specialization,4.6,N/A,N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/data-wrangling-python,,,,
Python,AI and Machine Learning Essentials with Python Specialization,4,N/A,N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/ai-machinelearning-essentials,,,,
Python,Build a Machine Learning Image Classifier with Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/build-machine-learning-image-classifier-with-python,,,,
Python,Designing Larger Python Programs for Data Science,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/python-design-for-data-science,,,,
Python,Concurrent and Parallel Programming in Python,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-concurrent-and-parallel-programming-in-python-um1n1,,,,
Python,Cómo importar datos y crear visualizaciones en Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/como-importar-datos-y-crear-visualizaciones-en-python,,,,
Python,Web Scraping with Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/python-web-scraping,,,,
Python,Data Visualization and Modeling in Python,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/python-data-modeling,,,,
Python,Python Interactive Dashboards with Plotly Dash,N/A,N/A,N/A,11 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-python-interactive-dashboards-with-plotly-dash-5jlqq,,,,
Python,تمثيل البيانات رسومياً باستخدام بايثون - Data Visualization,N/A,"2,109",N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/data-visualization-python-ar,,,,
Python,Customer Service with Python: Build a Chatbot using ChatGPT,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/customer-service-with-python-build-a-chatbot-using-chatgpt,,,,
Python,Deep Neural Network for Beginners Using Python,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-deep-neural-network-for-beginners-using-python-u1run,,,,
Python,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",4.8,"25,425",97%,9 modules,"4
Reviewed on Dec 2, 2021
Great experience. Really came to know about the theory of simulation techniques coupled with the introductory knowledge of python language.","5
Reviewed on Jun 26, 2020
A very practical introduction. The later weeks are very dense, but useful for those starting out with FEM methods and need a good primer.","5
Reviewed on Dec 21, 2021
Would have like more ""empty"" cells in notebooks for trying to establish loop one self and then having a ""correct"" output to aim for. Maybe followed by a solution cell with a correct implementation.",https://www.coursera.org/learn/computers-waves-simulations,,,,
Python,Configuración de APIs en Python: Crea un API REST,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/configuracin-de-apis-en-python-crea-un-api-rest,,,,
Python,Python and Machine-Learning for Asset Management with Alternative Data Sets,4.4,"15,229",N/A,4 modules,"5
Reviewed on Jan 3, 2021
Great lab sessions and very well explained theory. Delivers strong intuition to the student.","4
Reviewed on May 15, 2020
Good course with great practical content and insights into alternative data sets. I would have liked to see some more involved textual analysis techniques.","5
Reviewed on Dec 1, 2019
Different from the other 3 courses but extremely interesting",https://www.coursera.org/learn/machine-learning-asset-management-alternative-data,,,,
Python,Social Media Automation using Python,N/A,N/A,N/A,6 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-social-media-automation-using-python-xi4dd,,,,
Python,Foundations of Data Science: K-Means Clustering in Python,4.6,"72,106",95%,5 modules,"5
Reviewed on Jun 29, 2020
Very interesting course! The lecturers explain concepts thoroughly which makes the concepts easy to understand even for people without much knowledge in Data Science","5
Reviewed on Jun 4, 2019
This course is at right level for a beginner (python and analytics) while going into details around K means clustering","5
Reviewed on Mar 21, 2022
one of the best course for getting the foundation done for Data scince and AI.Would like to recommend it to others",https://www.coursera.org/learn/data-science-k-means-clustering-python,,,,
Python,Python for Finance: Beta and Capital Asset Pricing Model,N/A,"3,139",N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/copy-of-portfolio-assets-allocation-and-statistical-data-analysis,,,,
Python,Web Scraping Tutorial with Scrapy and Python for Beginners,N/A,N/A,N/A,22 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-web-scraping-tutorial-with-scrapy-and-python-for-beginners-0edsw,,,,
Python,Optical Character Recognition (OCR) with Document AI (Python),N/A,N/A,N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/googlecloud-optical-character-recognition-ocr-with-document-ai-python-m1te9,,,,
Python,Machine Learning: Random Forest with Python from Scratch©,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-machine-learning-random-forest-with-python-from-scratch-c-6ylds,,,,
Python,"Python Scripting: Files, Inheritance, and Databases",4.3,"2,701",N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/python-scripting-files-inheritance-databases,,,,
Python,Database Clients,4.4,"8,822",90%,4 modules,"5
Reviewed on Sep 7, 2023
a lot can be learned from this course, material is not that easy, but combination of mysql and python is powerful","5
Reviewed on Mar 3, 2024
as is always Meta content is very well organized and excellent. but there could have more real life implementation was possible to show.",N/A,https://www.coursera.org/learn/database-clients,,,,
Python,"Fundamentals of AI, Machine Learning, and Python Programming",N/A,N/A,N/A,30 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-keras-deep-learning-and-generative-adversarial-networks-gan-ilsxz,,,,
Python,Analyze Customer Reviews with Gemini Using Python Notebooks,N/A,N/A,N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/googlecloud-analyze-customer-reviews-with-gemini-using-python-notebooks-5qdjx,,,,
Python,Data Analysis with Python Specialization,4.7,"1,501",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/data-analysis-python,,,,
Python,Learn to Program: The Fundamentals,4.7,"497,456",94%,7 modules,"5
Reviewed on Jan 15, 2024
Very good indeed, the course is very helpful to learn how to code in python and to learn to think in python to do what we want to do, I have made many programs using the knowledge i gained from it","5
Reviewed on Dec 16, 2020
Great course for refreshing your python basics, and any beginner looking to pick up Python basics will be in a comfortable spot after completing this course and a bit of practice with the assignments.","4
Reviewed on Nov 14, 2022
Very good course for beginners!
A few minor issues like questions during videos not accepting correct answer or skipping to next lesson before answering final question with auto-skip enabled.",https://www.coursera.org/learn/learn-to-program,,,,
Python,Data Analysis with Python Specialization,4.7,"1,501",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/data-analysis-python,,,,
Python,Data Science and Analysis Tools - from Jupyter to R Markdown Specialization,3.6,"12,139",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/codio-data-science-python-jupyter-r-rstudio,,,,
Python,Python and Machine Learning for Asset Management,3.1,"18,688",N/A,5 modules,"5
Reviewed on May 12, 2022
Very nice course sharing many types of knowledges around data / cleaning / type of data / several algorithms / organised Python coding","4
Reviewed on May 31, 2020
Please consider adding additional videos for the lab sessions, as one can not gain the Machine Learning python coding skills from PPT slides!","5
Reviewed on Aug 2, 2022
Excellent content! Great programming notebooks from Princeton University.",https://www.coursera.org/learn/python-machine-learning-for-investment-management,,,,
Python,Programación en Python II: aprendiendo a estructurar datos,4.7,"4,901",N/A,8 modules,"5
Reviewed on Jan 17, 2024
Buen curso, con resolución de problemas a nivel intermedio. Buenos profesores. Lo recomiendo","5
Reviewed on May 5, 2024
Curso bastante completo y fácil de entender. Los ejercicios están muy bien plantedos de forma que los hay de distinta dificultad. Recomendable","5
Reviewed on Sep 11, 2024
A veces la explicación es confusa, pero en general es excelente todo",https://www.coursera.org/learn/programacion-en-python-ii-aprendiendo-a-estructurar-datos,,,,
Python,Determine Shortest Paths Between Routers Using Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/shortest-paths-between-routers-using-python,,,,
Python,Computer Vision: Face Recognition Quick Starter in Python,N/A,N/A,N/A,26 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-computer-vision-face-recognition-quick-starter-in-python-mvgeq,,,,
Python,Les Expressions Régulières en Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/les-expressions-regulieres-en-python,,,,
Python,توقع حضور المواعيد الطبية باستخدام Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/tuaqie-hudur-almawaeid-altibiyat-biastikhdam-python,,,,
Python,Go Beyond the Numbers: Translate Data into Insights,4.7,"58,677",97%,5 modules,"5
Reviewed on Feb 7, 2024
I’m so grateful for the excellence, well crafted and clearly delivered career-oriented course you have offered.","5
Reviewed on Aug 23, 2023
Very Helpful Course! The storytell methods described are really helpful to me. I have always had an issue with getting my point across but now I know where my problem was and have corrected it.","5
Reviewed on Sep 11, 2023
Excellent! I learned so many skills, I am beginning to see the big picture of data analytics.",https://www.coursera.org/learn/go-beyond-the-numbers-translate-data-into-insight,,,,
Python,"Python Scripting: Dates, Classes and Collections",4.4,"2,897",N/A,4 modules,"5
Reviewed on Feb 11, 2022
I like the way that the instructor explains the unknons in an understandable approach.","5
Reviewed on Jul 25, 2021
good course. gets straight to the point on each subject.",N/A,https://www.coursera.org/learn/python-scripting-dates-classes-collections,,,,
